,Name,Address,Price,Rating,Amenities
215,Capital O 1641 Hotel Radiance Paradise,"Kishanpur, Dehradun",₹2773,(277 Ratings),"Parking Facility, Free Wifi, Power backup"
216,Capital O 1641 Hotel Radiance Paradise,"Kishanpur, Dehradun",₹2773,(277 Ratings),"Parking Facility, Free Wifi, Power backup"
217,Capital O 1641 Hotel Radiance Paradise,"Kishanpur, Dehradun",₹2773,(277 Ratings),"Parking Facility, Free Wifi, Power backup"
218,Capital O 1641 Hotel Radiance Paradise,"Kishanpur, Dehradun",₹2773,(277 Ratings),"Parking Facility, Free Wifi, Power backup"
219,OYO Home 49289 Elite Stay Premnagar,"Near Shemford Doon School, Premnagar, Dehradun",₹969,(326 Ratings),"Parking Facility, Geyser, CCTV Cameras"
220,OYO Home 49289 Elite Stay Premnagar,"Near Shemford Doon School, Premnagar, Dehradun",₹969,(326 Ratings),"Parking Facility, Geyser, CCTV Cameras"
221,OYO Home 49289 Elite Stay Premnagar,"Near Shemford Doon School, Premnagar, Dehradun",₹969,(326 Ratings),"Parking Facility, Geyser, CCTV Cameras"
222,OYO Home 49289 Elite Stay Premnagar,"Near Shemford Doon School, Premnagar, Dehradun",₹969,(326 Ratings),"Parking Facility, Geyser, CCTV Cameras"
223,OYO Home 49287 Modern Stay Premnagar,"Near Shemford Doon School, Premnagar, Dehradun",₹1014,(324 Ratings),"Parking Facility, Geyser, CCTV Cameras"
224,OYO Home 49287 Modern Stay Premnagar,"Near Shemford Doon School, Premnagar, Dehradun",₹1014,(324 Ratings),"Parking Facility, Geyser, CCTV Cameras"
225,OYO Home 49287 Modern Stay Premnagar,"Near Shemford Doon School, Premnagar, Dehradun",₹1014,(324 Ratings),"Parking Facility, Geyser, CCTV Cameras"
226,OYO Home 49287 Modern Stay Premnagar,"Near Shemford Doon School, Premnagar, Dehradun",₹1014,(324 Ratings),"Parking Facility, Geyser, CCTV Cameras"
227,OYO Home 66693 Blue Sapphire Dhoran,"Near Vrinda Garden, IT Park Road, Dehradun",₹1216,(13 Ratings),"Caretaker, CCTV Cameras, 24/7 Checkin"
228,OYO Home 66693 Blue Sapphire Dhoran,"Near Vrinda Garden, IT Park Road, Dehradun",₹1216,(13 Ratings),"Caretaker, CCTV Cameras, 24/7 Checkin"
229,OYO Home 66693 Blue Sapphire Dhoran,"Near Vrinda Garden, IT Park Road, Dehradun",₹1216,(13 Ratings),"Caretaker, CCTV Cameras, 24/7 Checkin"
230,OYO Home 66693 Blue Sapphire Dhoran,"Near Vrinda Garden, IT Park Road, Dehradun",₹1216,(13 Ratings),"Caretaker, CCTV Cameras, 24/7 Checkin"
231,OYO Home 38767 Cozy Mount View  Stay Dehradun,"Near Mount View Colony , Dhoran Khas, Dehradun",₹1014,(114 Ratings),"Caretaker, Geyser, CCTV Cameras"
232,OYO Home 38767 Cozy Mount View  Stay Dehradun,"Near Mount View Colony , Dhoran Khas, Dehradun",₹1014,(114 Ratings),"Caretaker, Geyser, CCTV Cameras"
233,OYO Home 38767 Cozy Mount View  Stay Dehradun,"Near Mount View Colony , Dhoran Khas, Dehradun",₹1014,(114 Ratings),"Caretaker, Geyser, CCTV Cameras"
234,OYO Home 38767 Cozy Mount View  Stay Dehradun,"Near Mount View Colony , Dhoran Khas, Dehradun",₹1014,(114 Ratings),"Caretaker, Geyser, CCTV Cameras"
235,SPOT ON DHN549 Motel Atithi,"Near UIT Dehradun, Dehradun",₹677,,"Reception, Intercom, CCTV Cameras"
236,SPOT ON DHN549 Motel Atithi,"Near UIT Dehradun, Dehradun",₹677,,"Reception, Intercom, CCTV Cameras"
237,SPOT ON DHN549 Motel Atithi,"Near UIT Dehradun, Dehradun",₹677,,"Reception, Intercom, CCTV Cameras"
238,SPOT ON DHN549 Motel Atithi,"Near UIT Dehradun, Dehradun",₹677,,"Reception, Intercom, CCTV Cameras"
